query_id,system,run_id,phase,category,question,answer,artifact_dir,latency_ms,prompt_tokens,completion_tokens,total_tokens,accuracy,synthesis,latest_state,contradiction_detected,contradiction_resolved,compression_loss,provenance_fidelity,evaluator_notes
contradiction_01,wiki,contradiction_01::phase=phase_1-20260414T015857.301147Z-a05a290c,phase_1,contradiction,Identify any contradiction between arXiv claims of model robustness and policy constraints on acceptable model failure rates.,LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/contradiction_01::phase=phase_1-20260414T015857.301147Z-a05a290c,1.315,1,1,2,correct,full,correct,False,False,none,False,
contradiction_02,wiki,contradiction_02::phase=phase_1-20260414T015857.302461Z-47b630d0,phase_1,contradiction,Find contradictions between risk disclosures in financial filings and internal policy statements about system availability commitments.,LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/contradiction_02::phase=phase_1-20260414T015857.302461Z-47b630d0,1.102,1,1,2,correct,full,correct,False,False,none,False,
contradiction_03,wiki,contradiction_03::phase=phase_1-20260414T015857.303567Z-3fcb760c,phase_1,contradiction,Detect contradictions between data minimization policy language and research pipeline descriptions that rely on broad data collection.,LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/contradiction_03::phase=phase_1-20260414T015857.303567Z-3fcb760c,1.648,1,1,2,correct,full,correct,False,False,none,False,
contradiction_04,wiki,contradiction_04::phase=phase_1-20260414T015857.305219Z-d8ebad35,phase_1,contradiction,Identify contradictions between financial filing statements on AI investment priorities and policy restrictions on deployment scope.,LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/contradiction_04::phase=phase_1-20260414T015857.305219Z-d8ebad35,6.04,1,1,2,correct,full,correct,False,False,none,False,
contradiction_05,wiki,contradiction_05::phase=phase_1-20260414T015857.311308Z-4559df5b,phase_1,contradiction,Check whether governance documents contradict filing disclosures about incident disclosure speed and escalation thresholds.,LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/contradiction_05::phase=phase_1-20260414T015857.311308Z-4559df5b,1.335,1,1,2,correct,full,correct,False,False,none,False,
contradiction_06,wiki,contradiction_06::phase=phase_1-20260414T015857.312632Z-83e9bda3,phase_1,contradiction,Determine whether there is a contradiction between research claims of interpretability and policy requirements for explainability audits.,LATEST_STATE::phase_1,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/contradiction_06::phase=phase_1-20260414T015857.312632Z-83e9bda3,1.242,1,1,2,correct,full,correct,False,False,none,False,
lookup_01,wiki,lookup_01::phase=phase_2-20260414T015859.842123Z-83dbeacc,phase_2,lookup,What is the title of the arXiv paper that introduces the Transformer architecture?,LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/lookup_01::phase=phase_2-20260414T015859.842123Z-83dbeacc,2.539,1,1,2,correct,full,correct,False,False,none,False,
lookup_02,wiki,lookup_02::phase=phase_2-20260414T015859.844663Z-c09705cd,phase_2,lookup,Which SEC filing form is typically used for annual reports by U.S. public companies?,LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/lookup_02::phase=phase_2-20260414T015859.844663Z-c09705cd,1.274,1,1,2,correct,full,correct,False,False,none,False,
lookup_03,wiki,lookup_03::phase=phase_2-20260414T015859.845931Z-84b7b998,phase_2,lookup,"In policy governance documents, what does the acronym KYC stand for?",LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/lookup_03::phase=phase_2-20260414T015859.845931Z-84b7b998,1.425,1,1,2,correct,full,correct,False,False,none,False,
lookup_04,wiki,lookup_04::phase=phase_2-20260414T015859.847362Z-24395078,phase_2,lookup,What section of a financial filing usually contains the Management's Discussion and Analysis (MD&A)?,LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/lookup_04::phase=phase_2-20260414T015859.847362Z-24395078,2.964,1,1,2,correct,full,correct,False,False,none,False,
lookup_05,wiki,lookup_05::phase=phase_2-20260414T015859.850337Z-2075d6a5,phase_2,lookup,What is the standard purpose of a data retention policy in enterprise compliance documentation?,LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/lookup_05::phase=phase_2-20260414T015859.850337Z-2075d6a5,1.441,1,1,2,correct,full,correct,False,False,none,False,
lookup_06,wiki,lookup_06::phase=phase_2-20260414T015859.851800Z-58f4b047,phase_2,lookup,What does EBITDA stand for in corporate financial reporting contexts?,LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/lookup_06::phase=phase_2-20260414T015859.851800Z-58f4b047,1.314,1,1,2,correct,full,correct,False,False,none,False,
synthesis_01,wiki,synthesis_01::phase=phase_2-20260414T015859.853119Z-645ce311,phase_2,synthesis,Synthesize key differences between model pretraining objectives described in arXiv papers and governance controls described in policy documents.,LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/synthesis_01::phase=phase_2-20260414T015859.853119Z-645ce311,5.603,1,1,2,correct,full,correct,False,False,none,False,
synthesis_02,wiki,synthesis_02::phase=phase_2-20260414T015859.858755Z-fc276d49,phase_2,synthesis,Combine evidence from a company risk policy and its annual filing to summarize the organization's top operational risk themes.,LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/synthesis_02::phase=phase_2-20260414T015859.858755Z-fc276d49,1.584,1,1,2,correct,full,correct,False,False,none,False,
synthesis_03,wiki,synthesis_03::phase=phase_2-20260414T015859.860329Z-182e47d6,phase_2,synthesis,"Using arXiv and policy sources, summarize how data privacy constraints can affect machine learning deployment decisions.",LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/synthesis_03::phase=phase_2-20260414T015859.860329Z-182e47d6,1.24,1,1,2,correct,full,correct,False,False,none,False,
synthesis_04,wiki,synthesis_04::phase=phase_2-20260414T015859.861574Z-f38ef76d,phase_2,synthesis,Synthesize a short briefing that links model evaluation findings in research papers with disclosure language in financial filings.,LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/synthesis_04::phase=phase_2-20260414T015859.861574Z-f38ef76d,1.591,1,1,2,correct,full,correct,False,False,none,False,
synthesis_05,wiki,synthesis_05::phase=phase_2-20260414T015859.863169Z-0759c131,phase_2,synthesis,Integrate information from compliance policy documents and SEC filings to explain how incident response responsibilities are allocated.,LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/synthesis_05::phase=phase_2-20260414T015859.863169Z-0759c131,5.519,1,1,2,correct,full,correct,False,False,none,False,
synthesis_06,wiki,synthesis_06::phase=phase_2-20260414T015859.868712Z-9b3283c0,phase_2,synthesis,Synthesize the relationship between research-reported model limitations and the cautionary statements in investor-facing filings.,LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/synthesis_06::phase=phase_2-20260414T015859.868712Z-9b3283c0,1.341,1,1,2,correct,full,correct,False,False,none,False,
latest_state_01,wiki,latest_state_01::phase=phase_2-20260414T015859.870052Z-97f12a5e,phase_2,latest_state,"Based on the latest dated corpus documents, what is the most current stated policy on retaining customer support transcripts?",LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/latest_state_01::phase=phase_2-20260414T015859.870052Z-97f12a5e,1.369,1,1,2,correct,full,correct,False,False,none,False,
latest_state_02,wiki,latest_state_02::phase=phase_2-20260414T015859.871425Z-98529a98,phase_2,latest_state,"From available filing revisions, what is the latest reported fiscal-year revenue trend for the company?",LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/latest_state_02::phase=phase_2-20260414T015859.871425Z-98529a98,5.855,1,1,2,correct,full,correct,False,False,none,False,
latest_state_03,wiki,latest_state_03::phase=phase_2-20260414T015859.877309Z-ef97548f,phase_2,latest_state,"Considering publication dates, what is the newest model architecture improvement described across the arXiv papers in corpus?",LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/latest_state_03::phase=phase_2-20260414T015859.877309Z-ef97548f,1.613,1,1,2,correct,full,correct,False,False,none,False,
latest_state_04,wiki,latest_state_04::phase=phase_2-20260414T015859.878918Z-6785f41f,phase_2,latest_state,"Using effective dates in governance materials, what is the latest approved access-control requirement for production systems?",LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/latest_state_04::phase=phase_2-20260414T015859.878918Z-6785f41f,1.155,1,1,2,correct,full,correct,False,False,none,False,
latest_state_05,wiki,latest_state_05::phase=phase_2-20260414T015859.880092Z-4993d8f3,phase_2,latest_state,"Across policy updates and filings, what is the latest disclosed stance on third-party AI vendor risk?",LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/latest_state_05::phase=phase_2-20260414T015859.880092Z-4993d8f3,1.81,1,1,2,correct,full,correct,False,False,none,False,
latest_state_06,wiki,latest_state_06::phase=phase_2-20260414T015859.881908Z-5a3a4832,phase_2,latest_state,"From the most recent corpus evidence, what is the current definition of material cybersecurity incident reporting timelines?",LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/latest_state_06::phase=phase_2-20260414T015859.881908Z-5a3a4832,4.73,1,1,2,correct,full,correct,False,False,none,False,
contradiction_01,wiki,contradiction_01::phase=phase_2-20260414T015859.886650Z-1a02acc0,phase_2,contradiction,Identify any contradiction between arXiv claims of model robustness and policy constraints on acceptable model failure rates.,LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/contradiction_01::phase=phase_2-20260414T015859.886650Z-1a02acc0,1.178,1,1,2,correct,full,correct,False,False,none,False,
contradiction_02,wiki,contradiction_02::phase=phase_2-20260414T015859.887825Z-15f4a2db,phase_2,contradiction,Find contradictions between risk disclosures in financial filings and internal policy statements about system availability commitments.,LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/contradiction_02::phase=phase_2-20260414T015859.887825Z-15f4a2db,1.276,1,1,2,correct,full,correct,False,False,none,False,
contradiction_03,wiki,contradiction_03::phase=phase_2-20260414T015859.889108Z-f18a0a53,phase_2,contradiction,Detect contradictions between data minimization policy language and research pipeline descriptions that rely on broad data collection.,LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/contradiction_03::phase=phase_2-20260414T015859.889108Z-f18a0a53,1.501,1,1,2,correct,full,correct,False,False,none,False,
contradiction_04,wiki,contradiction_04::phase=phase_2-20260414T015859.890622Z-90fc9e20,phase_2,contradiction,Identify contradictions between financial filing statements on AI investment priorities and policy restrictions on deployment scope.,LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/contradiction_04::phase=phase_2-20260414T015859.890622Z-90fc9e20,1.504,1,1,2,correct,full,correct,False,False,none,False,
contradiction_05,wiki,contradiction_05::phase=phase_2-20260414T015859.892130Z-12674aa8,phase_2,contradiction,Check whether governance documents contradict filing disclosures about incident disclosure speed and escalation thresholds.,LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/contradiction_05::phase=phase_2-20260414T015859.892130Z-12674aa8,1.127,1,1,2,correct,full,correct,False,False,none,False,
contradiction_06,wiki,contradiction_06::phase=phase_2-20260414T015859.893260Z-a298e302,phase_2,contradiction,Determine whether there is a contradiction between research claims of interpretability and policy requirements for explainability audits.,LATEST_STATE::phase_2,/Users/bharathnunepalli/Downloads/llm-wiki-vs-rag/artifacts/wiki_runs/contradiction_06::phase=phase_2-20260414T015859.893260Z-a298e302,1.087,1,1,2,correct,full,correct,False,False,none,False,
