system,query_id,phase,category,question,answer,corpus_snapshot,execution_fingerprint,accuracy,synthesis,latest_state,contradiction_detected,contradiction_resolved,compression_loss,provenance_fidelity,evaluator_notes
wiki,synthesis_04,phase_2,synthesis,Synthesize a short briefing that links model evaluation findings in research papers with disclosure language in financial filings.,LATEST_STATE::phase_2,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,synthesis_05,phase_2,synthesis,Integrate information from compliance policy documents and SEC filings to explain how incident response responsibilities are allocated.,LATEST_STATE::phase_2,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,synthesis_06,phase_2,synthesis,Synthesize the relationship between research-reported model limitations and the cautionary statements in investor-facing filings.,LATEST_STATE::phase_2,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,latest_state_01,phase_2,latest_state,"Based on the latest dated corpus documents, what is the most current stated policy on retaining customer support transcripts?",LATEST_STATE::phase_2,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,latest_state_02,phase_2,latest_state,"From available filing revisions, what is the latest reported fiscal-year revenue trend for the company?",LATEST_STATE::phase_2,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,latest_state_03,phase_2,latest_state,"Considering publication dates, what is the newest model architecture improvement described across the arXiv papers in corpus?",LATEST_STATE::phase_2,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,latest_state_04,phase_2,latest_state,"Using effective dates in governance materials, what is the latest approved access-control requirement for production systems?",LATEST_STATE::phase_2,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,latest_state_05,phase_2,latest_state,"Across policy updates and filings, what is the latest disclosed stance on third-party AI vendor risk?",LATEST_STATE::phase_2,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,latest_state_06,phase_2,latest_state,"From the most recent corpus evidence, what is the current definition of material cybersecurity incident reporting timelines?",LATEST_STATE::phase_2,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,contradiction_01,phase_2,contradiction,Identify any contradiction between arXiv claims of model robustness and policy constraints on acceptable model failure rates.,LATEST_STATE::phase_2,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,contradiction_02,phase_2,contradiction,Find contradictions between risk disclosures in financial filings and internal policy statements about system availability commitments.,LATEST_STATE::phase_2,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,contradiction_03,phase_2,contradiction,Detect contradictions between data minimization policy language and research pipeline descriptions that rely on broad data collection.,LATEST_STATE::phase_2,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,contradiction_04,phase_2,contradiction,Identify contradictions between financial filing statements on AI investment priorities and policy restrictions on deployment scope.,LATEST_STATE::phase_2,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,contradiction_05,phase_2,contradiction,Check whether governance documents contradict filing disclosures about incident disclosure speed and escalation thresholds.,LATEST_STATE::phase_2,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
wiki,contradiction_06,phase_2,contradiction,Determine whether there is a contradiction between research claims of interpretability and policy requirements for explainability audits.,LATEST_STATE::phase_2,sha256:cae00552d584dab977334580d5001bc8478f4b904d76abfb7b80c24709ee4fc0,sha256:1277aeb887f7fc4f14e06d2eb9d4140f7fe16bbb87a4fb32040fb15581f58a3b,correct,full,correct,,,none,,
